id_venta,id_cliente,nombre_cliente,sucursal,provincia,fecha_hora,producto,categoria,cantidad,precio_unitario,total_venta,medio_pago,promo_producto,promo_pago,otros_productos
503,5622,Isabella Bautista Blanco Mendoza,Sucursal Rosario,Santa Fe,2025-04-23 08:29:14,Martillo,Herramientas manuales,4.0,36628.25,146513.0,transferencia,10% off,,"Llave inglesa, Pintura látex 4L"
504,6104,Joaquin Roldan Gonzalez,Sucursal Mendoza,Mendoza,2024-12-05 23:02:53,Pintura látex 4L,Pinturas,4.0,35149.81,140599.24,tarjeta_débito,2x1,3 cuotas sin interés,Taladro eléctrico
505,7429,Sr(a). Gonzalo Vera,Sucursal Palermo,Buenos Aires,2025-02-18 04:34:57,Cinta métrica,Medición,4.0,9898.58,39594.32,efectivo,sin interés,,
506,5078,Juana Ortiz Ortiz,Sucursal Mendoza,Mendoza,2025-08-12 09:34:19,Sierra circular,Herramientas eléctricas,,37143.33,74286.66,efectivo,2x1,5% off efectivo,
507,9538,Agostina Rojas,Sucursal Córdoba,Córdoba,2025-02-12 13:54:02,Sierra circular,Herramientas eléctricas,4.0,34390.67,137562.68,mercadopago,sin interés,3 cuotas sin interés,Cinta métrica
508,3001,Sol Luciano Rodriguez,Sucursal Rosario,Santa Fe,2025-07-03 00:21:12,Sierra circular,Herramientas eléctricas,3.0,10737.46,32212.38,tarjeta_crédito,2x1,5% off efectivo,
509,8113,Isabella Lorenzo Mansilla Romero,Sucursal Rosario,Santa Fe,2025-07-12 03:50:48,Taladro eléctrico,Herramientas eléctricas,2.0,39925.13,79850.26,tarjeta_crédito,,,
510,1146,Dr(a). León Romero,Sucursal Palermo,Buenos Aires,2025-05-20 18:38:56,Guantes de trabajo,Protección personal,4.0,34731.92,138927.68,tarjeta_crédito,10% off,3 cuotas sin interés,
511,3583,Martín Tomàs Martinez Castro,Sucursal Mendoza,Mendoza,2025-02-09 07:25:40,Destornillador,Herramientas manuales,5.0,17582.68,87913.4,efectivo,,,Cinta métrica
512,3061,Santiago Nuñez,Sucursal Mendoza,Mendoza,2025-02-11 02:43:45,Llave inglesa,Herramientas manuales,3.0,49102.11,147306.33,transferencia,,3 cuotas sin interés,
513,4161,Thiago Nahuel Garcia Martinez,Sucursal Palermo,Buenos Aires,2024-10-15 01:19:36,Rodillo de pintura,Accesorios pintura,3.0,36495.56,109486.68,transferencia,sin interés,,
514,5828,Thiago Benjamin Alvarez Vargas,Sucursal Mendoza,Mendoza,2024-11-15 10:09:34,Llave inglesa,Herramientas manuales,5.0,10144.71,50723.55,tarjeta_débito,sin interés,3 cuotas sin interés,
515,3627,Josefina Gomez,Sucursal Palermo,Buenos Aires,2024-09-18 12:37:03,Cinta métrica,Medición,2.0,23019.83,46039.66,mercadopago,sin interés,3 cuotas sin interés,
516,7210,Tomàs Paulina Gomez Rodriguez,Sucursal Córdoba,Córdoba,2025-03-02 21:12:53,Taladro eléctrico,Herramientas eléctricas,5.0,42984.64,214923.2,efectivo,,5% off efectivo,
517,9830,Lautaro Benjamin Gutierrez,Sucursal Mendoza,Mendoza,2024-10-26 14:57:16,Llave inglesa,Herramientas manuales,5.0,34477.98,172389.9,tarjeta_débito,,5% off efectivo,
518,7714,Catalina Castro Luna,Sucursal Rosario,Santa Fe,2025-07-18 03:41:36,Destornillador,Herramientas manuales,1.0,26636.83,26636.83,tarjeta_crédito,2x1,,
519,3926,Santino Ezequiel Benjamin Ramirez Vargas,Sucursal Palermo,Buenos Aires,2025-06-25 00:13:44,Llave inglesa,Herramientas manuales,1.0,24783.14,24783.14,transferencia,2x1,,
520,9026,Sr(a). Franco Lopez,Sucursal Rosario,Santa Fe,2025-02-11 08:52:27,Taladro eléctrico,Herramientas eléctricas,3.0,11815.42,35446.26,efectivo,,,Sierra circular
521,8668,Valentino Julieta Aguirre,Sucursal Palermo,Buenos Aires,2024-10-11 01:53:14,Pintura látex 4L,Pinturas,5.0,37430.39,187151.95,efectivo,,3 cuotas sin interés,
522,5355,Lorenzo Ciro Suarez,Sucursal Palermo,Buenos Aires,2024-10-16 09:09:13,Destornillador,Herramientas manuales,3.0,4818.83,14456.49,transferencia,10% off,,Cinta métrica
523,4104,Valentina Emma Morales Luna,Sucursal Córdoba,Córdoba,2024-12-01 10:50:10,Cinta métrica,Medición,2.0,28931.36,57862.72,mercadopago,10% off,,
524,6864,Santino Sanchez,Sucursal Mendoza,Mendoza,2025-02-17 04:18:40,Rodillo de pintura,Accesorios pintura,1.0,9173.66,9173.66,tarjeta_crédito,10% off,,
525,9747,Maite Olivia Guzman Benitez,Sucursal Mendoza,Mendoza,2025-03-02 17:49:43,Pintura látex 4L,Pinturas,3.0,27953.99,83861.97,transferencia,sin interés,3 cuotas sin interés,
526,6299,Sr(a). Julieta Juarez,Sucursal Córdoba,Córdoba,2025-06-13 12:47:19,Guantes de trabajo,Protección personal,5.0,11482.48,57412.4,transferencia,,3 cuotas sin interés,
527,8331,Jazmin Joaquin Ruiz,Sucursal Mendoza,Mendoza,2025-01-18 10:46:24,Taladro eléctrico,Herramientas eléctricas,1.0,49164.87,49164.87,tarjeta_débito,,,
528,1107,Abril Juan Manuel Martin Vargas,Sucursal Rosario,Santa Fe,2025-01-21 01:40:28,Llave inglesa,Herramientas manuales,2.0,42930.3,85860.6,mercadopago,2x1,3 cuotas sin interés,
529,3534,Emilia Caceres,Sucursal Palermo,Buenos Aires,2025-02-05 06:23:10,Taladro eléctrico,Herramientas eléctricas,4.0,18427.13,73708.52,mercadopago,10% off,3 cuotas sin interés,
530,5093,Paula Diaz Franco,Sucursal Córdoba,Córdoba,2024-11-25 09:14:16,Caja de tornillos,Fijaciones,3.0,5503.35,16510.05,tarjeta_débito,,5% off efectivo,
531,8905,Sr(a). Benjamin Alejandro Medina,Sucursal Córdoba,Córdoba,2025-06-18 14:39:15,Sierra circular,Herramientas eléctricas,5.0,41156.25,-205781.25,tarjeta_débito,2x1,3 cuotas sin interés,"Destornillador, Taladro eléctrico"
532,6700,Simon Juana Ledesma,Sucursal Mendoza,Mendoza,2025-07-31 13:30:25,Rodillo de pintura,Accesorios pintura,1.0,43619.54,43619.54,transferencia,10% off,,
533,1886,Felicitas Fernandez,Sucursal Rosario,Santa Fe,2025-01-12 02:47:58,Cinta métrica,Medición,1.0,16646.51,16646.51,tarjeta_crédito,,5% off efectivo,
534,3509,Valentina Felipe Flores,Sucursal Palermo,Buenos Aires,2025-02-09 22:00:13,Rodillo de pintura,Accesorios pintura,4.0,37889.17,151556.68,tarjeta_crédito,,,"Rodillo de pintura, Martillo"
535,6507,Tomàs Luna Nuñez,Sucursal Palermo,Buenos Aires,2025-04-12 00:51:35,Sierra circular,Herramientas eléctricas,5.0,37520.44,187602.2,tarjeta_crédito,,,"Cinta métrica, Rodillo de pintura"
536,3209,Dr(a). Juan Pablo Arias,Sucursal Mendoza,Mendoza,2025-02-03 03:15:08,Cinta métrica,Medición,,24905.19,49810.38,mercadopago,,5% off efectivo,
537,5034,Sr(a). Santino Martinez,Sucursal Córdoba,Córdoba,2025-06-01 15:35:26,Destornillador,Herramientas manuales,3.0,39061.82,117185.46,tarjeta_débito,sin interés,,"Rodillo de pintura, Pintura látex 4L"
538,4120,Mateo Tomas Ortiz Moreno,Sucursal Rosario,Santa Fe,2025-05-25 16:16:55,Pintura látex 4L,Pinturas,5.0,33115.08,165575.4,mercadopago,sin interés,5% off efectivo,
539,8245,Nahiara Romero,Sucursal Córdoba,Córdoba,2025-07-22 17:36:22,Sierra circular,Herramientas eléctricas,1.0,46286.45,46286.45,tarjeta_crédito,10% off,5% off efectivo,
540,2405,Santino Gomez,Sucursal Palermo,Buenos Aires,2024-12-11 17:23:41,Taladro eléctrico,Herramientas eléctricas,2.0,47498.1,94996.2,transferencia,10% off,3 cuotas sin interés,Caja de tornillos
541,8719,Sr(a). Tomàs Ruiz,Sucursal Palermo,Buenos Aires,2025-07-13 10:56:45,Pintura látex 4L,Pinturas,2.0,37260.64,74521.28,tarjeta_débito,10% off,5% off efectivo,
542,9991,Sr(a). Lautaro Gonzalez,Sucursal Mendoza,Mendoza,2024-10-27 02:39:55,Guantes de trabajo,Protección personal,2.0,35058.49,70116.98,mercadopago,,,
543,1712,Ciro Thiago Daniel Gomez Acuña,Sucursal Rosario,Santa Fe,2024-11-10 12:42:11,Martillo,Herramientas manuales,1.0,14916.66,14916.66,transferencia,,3 cuotas sin interés,Destornillador
544,5445,Josefina Facundo Diaz Suarez,Sucursal Rosario,Santa Fe,2025-03-20 10:21:04,Destornillador,Herramientas manuales,1.0,15332.28,15332.28,tarjeta_débito,,,"Cinta métrica, Destornillador"
545,8940,Simon Quiroga Sanchez,Sucursal Palermo,Buenos Aires,2025-01-11 02:51:31,Martillo,Herramientas manuales,2.0,25531.89,51063.78,transferencia,,,"Pintura látex 4L, Sierra circular"
546,3572,Alma Valentina Gomez Farias,Sucursal Palermo,Buenos Aires,2025-05-26 03:42:43,Pintura látex 4L,Pinturas,3.0,18413.53,55240.59,mercadopago,sin interés,5% off efectivo,
547,5519,Agostina Lopez Velazquez,Sucursal Palermo,Buenos Aires,2024-12-20 05:37:41,Caja de tornillos,Fijaciones,4.0,44629.7,178518.8,efectivo,2x1,3 cuotas sin interés,"Rodillo de pintura, Martillo"
548,7262,Sr(a). Nicolas Romero,Sucursal Córdoba,Córdoba,2025-03-01 02:14:43,Rodillo de pintura,Accesorios pintura,2.0,29072.03,58144.06,tarjeta_débito,,3 cuotas sin interés,
549,8359,Francisco Ruiz,Sucursal Córdoba,Córdoba,2024-11-27 03:24:35,Llave inglesa,Herramientas manuales,2.0,29470.5,58941.0,tarjeta_débito,,5% off efectivo,
550,9582,Santino Benjamin Lorenzo Gonzalez,Sucursal Córdoba,Córdoba,2025-05-13 00:05:10,Rodillo de pintura,Accesorios pintura,2.0,33155.36,66310.72,mercadopago,,5% off efectivo,
551,9732,Tomàs Pedro Gonzalez,Sucursal Palermo,Buenos Aires,2024-12-08 22:14:22,Martillo,Herramientas manuales,3.0,42136.6,126409.8,transferencia,10% off,,
552,7737,Victoria Federico Arias,Sucursal Rosario,Santa Fe,2025-04-28 17:28:02,Sierra circular,Herramientas eléctricas,3.0,8445.9,25337.7,mercadopago,10% off,,Guantes de trabajo
553,5372,Juan Rojas Torres,Sucursal Córdoba,Córdoba,2024-12-02 01:03:36,Guantes de trabajo,Protección personal,2.0,12314.71,24629.42,mercadopago,2x1,3 cuotas sin interés,"Martillo, Cinta métrica"
554,8680,Juan Ignacio Carrizo,Sucursal Rosario,Santa Fe,2025-03-25 14:30:57,Martillo,Herramientas manuales,4.0,25080.83,100323.32,efectivo,10% off,5% off efectivo,Rodillo de pintura
555,5421,Dr(a). Matias Cabrera,Sucursal Mendoza,Mendoza,2025-05-02 11:28:30,Llave inglesa,Herramientas manuales,2.0,38131.05,76262.1,transferencia,2x1,5% off efectivo,
556,9027,Lautaro Farias Rios,Sucursal Rosario,Santa Fe,2025-07-29 12:47:05,Sierra circular,Herramientas eléctricas,2.0,21950.23,43900.46,transferencia,2x1,,
557,9784,Bastian Salvador Carrizo Sanchez,Sucursal Palermo,Buenos Aires,2024-12-18 03:51:13,Cinta métrica,Medición,1.0,23128.87,23128.87,transferencia,2x1,5% off efectivo,
558,1643,Juan Ignacio Thiago Fernandez Alvarez,Sucursal Mendoza,Mendoza,2025-05-06 03:17:10,Cinta métrica,Medición,1.0,10302.67,10302.67,tarjeta_débito,,,
559,8558,Dante Pedro Suarez,Sucursal Córdoba,Córdoba,2025-04-13 04:55:57,Rodillo de pintura,Accesorios pintura,3.0,31043.58,93130.74,transferencia,2x1,5% off efectivo,
560,2481,Lautaro Benjamin Morena Fernandez,Sucursal Palermo,Buenos Aires,2025-01-16 16:17:34,Martillo,Herramientas manuales,5.0,46954.28,234771.4,tarjeta_débito,,5% off efectivo,
561,8387,Ana Paula Guzman,Sucursal Palermo,Buenos Aires,2024-09-20 05:31:07,Martillo,Herramientas manuales,4.0,29925.46,119701.84,efectivo,,5% off efectivo,
562,5097,Valentino Maldonado,Sucursal Rosario,Santa Fe,2025-04-22 14:31:08,Martillo,Herramientas manuales,1.0,5468.37,5468.37,efectivo,,,
563,9582,Dr(a). Renata Aguirre,Sucursal Mendoza,Mendoza,2025-06-19 07:12:04,Cinta métrica,Medición,5.0,47537.94,237689.7,mercadopago,,,Pintura látex 4L
564,3459,Pilar Rodriguez,Sucursal Córdoba,Córdoba,2024-09-28 11:50:14,Martillo,Herramientas manuales,2.0,38688.68,77377.36,transferencia,2x1,,
565,5731,Juana Victoria Rojas,Sucursal Córdoba,Córdoba,2024-11-20 20:00:57,Destornillador,Herramientas manuales,2.0,48061.26,96122.52,efectivo,2x1,3 cuotas sin interés,"Sierra circular, Cinta métrica"
566,9084,Tiziano Ramos,Sucursal Córdoba,Córdoba,2025-03-27 20:50:58,Llave inglesa,Herramientas manuales,5.0,33314.06,166570.3,mercadopago,,,
567,1107,Sr(a). Franco Perez,Sucursal Córdoba,Córdoba,2025-04-15 10:18:40,Cinta métrica,Medición,3.0,31368.54,94105.62,tarjeta_débito,,5% off efectivo,Taladro eléctrico
568,1601,Juan Pablo Matilda Coronel Benitez,Sucursal Córdoba,Córdoba,2024-12-10 09:09:11,Taladro eléctrico,Herramientas eléctricas,5.0,,210313.55,efectivo,sin interés,3 cuotas sin interés,
569,2784,Santino Rivero,Sucursal Mendoza,Mendoza,2025-07-05 07:14:32,Martillo,Herramientas manuales,2.0,33932.43,67864.86,mercadopago,,5% off efectivo,
570,6901,Juana Angel Gabriel Acosta,Sucursal Palermo,Buenos Aires,2025-01-29 21:10:03,Destornillador,Herramientas manuales,3.0,16818.27,50454.81,mercadopago,,,
571,2063,Simon Toledo Ramos,Sucursal Rosario,Santa Fe,2024-12-17 12:41:31,Sierra circular,Herramientas eléctricas,2.0,6979.14,13958.28,mercadopago,sin interés,3 cuotas sin interés,
572,4438,Nina Salvador Sosa,Sucursal Córdoba,Córdoba,2025-06-19 12:54:06,Guantes de trabajo,Protección personal,1.0,6355.81,6355.81,mercadopago,,,
573,5705,Dr(a). Mateo Fernandez,Sucursal Mendoza,Mendoza,2024-12-05 18:01:46,Guantes de trabajo,Protección personal,3.0,13723.34,41170.02,mercadopago,,3 cuotas sin interés,
574,9132,Luciana Franco Rojas,Sucursal Mendoza,Mendoza,2025-05-06 07:18:41,Sierra circular,Herramientas eléctricas,2.0,44299.52,88599.04,efectivo,10% off,3 cuotas sin interés,
575,2936,Sr(a). Juan Cruz Vega,Sucursal Palermo,Buenos Aires,2025-01-06 20:58:33,Sierra circular,Herramientas eléctricas,1.0,37135.95,37135.95,tarjeta_débito,10% off,,
576,6728,Dr(a). Oriana Gutierrez,Sucursal Córdoba,Córdoba,2025-09-01 02:15:00,Taladro eléctrico,Herramientas eléctricas,2.0,,69621.68,mercadopago,sin interés,,
577,6307,Valentino Cardozo Ramirez,Sucursal Palermo,Buenos Aires,2024-10-09 12:46:45,Destornillador,Herramientas manuales,3.0,17726.72,53180.16,tarjeta_crédito,,,
578,6415,Mateo Ezequiel Juan Ignacio Aguero Martinez,Sucursal Rosario,Santa Fe,2025-06-19 18:52:31,Sierra circular,Herramientas eléctricas,4.0,40065.46,160261.84,transferencia,,5% off efectivo,
579,9797,Milena Paulina Peralta Aguirre,Sucursal Rosario,Santa Fe,2025-04-28 18:11:26,Sierra circular,Herramientas eléctricas,4.0,46461.71,185846.84,tarjeta_débito,2x1,3 cuotas sin interés,
580,9779,Lucía Thiago Rodriguez Arias,Sucursal Palermo,Buenos Aires,2025-07-12 02:42:54,Llave inglesa,Herramientas manuales,5.0,,172945.85,tarjeta_débito,sin interés,,
581,1510,Lola Cardozo Ledesma,Sucursal Rosario,Santa Fe,2025-08-23 05:23:06,Rodillo de pintura,Accesorios pintura,5.0,42277.88,211389.4,tarjeta_débito,,,Caja de tornillos
582,1518,Facundo Pilar Nuñez Aguero,Sucursal Rosario,Santa Fe,2025-08-11 12:21:59,Rodillo de pintura,Accesorios pintura,1.0,25355.67,25355.67,tarjeta_débito,10% off,3 cuotas sin interés,
583,4541,Sebastian Medina Dominguez,Sucursal Rosario,Santa Fe,2025-02-02 15:04:21,Martillo,Herramientas manuales,1.0,,19336.57,transferencia,2x1,5% off efectivo,
584,9290,Violeta Ruiz Martin,Sucursal Palermo,Buenos Aires,2025-08-02 20:19:55,Sierra circular,Herramientas eléctricas,5.0,8549.81,42749.05,mercadopago,sin interés,,
585,6084,Morena Juan Cruz Garcia,Sucursal Rosario,Santa Fe,2025-04-17 01:29:55,Martillo,Herramientas manuales,1.0,41284.79,41284.79,transferencia,,5% off efectivo,Sierra circular
586,9558,Sr(a). Tiziano Suarez,Sucursal Palermo,Buenos Aires,2025-01-28 00:04:48,Taladro eléctrico,Herramientas eléctricas,3.0,46684.53,140053.59,efectivo,,,
587,2689,Isabella Morales Miranda,Sucursal Rosario,Santa Fe,2024-09-22 19:56:52,Taladro eléctrico,Herramientas eléctricas,5.0,38166.2,190831.0,tarjeta_crédito,,5% off efectivo,
588,5695,Alexander Fernandez Medina,Sucursal Rosario,Santa Fe,2025-03-01 15:34:23,Cinta métrica,Medición,3.0,38866.57,116599.71,efectivo,,,Caja de tornillos
589,1249,Jeronimo Nahuel Cruz,Sucursal Palermo,Buenos Aires,2025-01-11 17:47:06,Llave inglesa,Herramientas manuales,5.0,18165.59,90827.95,tarjeta_crédito,sin interés,3 cuotas sin interés,"Guantes de trabajo, Llave inglesa"
590,2167,Francisca Thiago Lionel Gomez,Sucursal Rosario,Santa Fe,2025-02-03 11:41:45,Guantes de trabajo,Protección personal,3.0,27488.28,82464.84,transferencia,2x1,5% off efectivo,Destornillador
591,1881,Catalina Vicente Moreno Rodriguez,Sucursal Palermo,Buenos Aires,2025-05-17 11:14:57,Rodillo de pintura,Accesorios pintura,4.0,9770.17,39080.68,tarjeta_débito,,,
592,6444,Ian Benjamin Zoe Flores Gomez,Sucursal Córdoba,Córdoba,2024-10-23 11:22:15,Cinta métrica,Medición,1.0,48710.41,48710.41,tarjeta_débito,,5% off efectivo,"Destornillador, Sierra circular"
593,8625,Delfina Rodriguez Luna,Sucursal Mendoza,Mendoza,2025-04-06 05:45:57,Llave inglesa,Herramientas manuales,2.0,8042.36,16084.72,transferencia,,3 cuotas sin interés,
594,4004,Benjamin Ledesma,Sucursal Rosario,Santa Fe,2025-07-30 20:12:10,Pintura látex 4L,Pinturas,4.0,24887.83,99551.32,tarjeta_débito,2x1,,"Sierra circular, Martillo"
595,6711,Constantino Flores Fernandez,Sucursal Córdoba,Córdoba,2024-10-14 00:21:44,Cinta métrica,Medición,1.0,20878.61,20878.61,efectivo,,,
596,5949,Olivia Sebastian Gomez,Sucursal Mendoza,Mendoza,2025-01-16 04:50:31,Rodillo de pintura,Accesorios pintura,5.0,21258.65,106293.25,transferencia,,5% off efectivo,
597,7288,Justina Valentino Ramos Navarro,Sucursal Palermo,Buenos Aires,2024-11-07 05:12:27,Pintura látex 4L,Pinturas,2.0,40881.87,81763.74,transferencia,,,
598,6606,Bautista Lucas Cabrera,Sucursal Córdoba,Córdoba,2024-11-19 05:52:18,Martillo,Herramientas manuales,1.0,37228.99,37228.99,efectivo,,,"Pintura látex 4L, Cinta métrica"
599,8294,Lautaro Diaz,Sucursal Córdoba,Córdoba,2025-07-04 02:33:56,Caja de tornillos,Fijaciones,4.0,4410.77,17643.08,efectivo,2x1,,
600,2483,Alma Jazmin Mora Benitez,Sucursal Córdoba,Córdoba,2024-12-09 21:03:42,Martillo,Herramientas manuales,5.0,45259.54,226297.7,tarjeta_crédito,,,
601,8421,Alfonsina Fernandez Gomez,Sucursal Rosario,Santa Fe,2025-06-27 00:22:23,Rodillo de pintura,Accesorios pintura,5.0,29318.64,146593.2,tarjeta_débito,10% off,5% off efectivo,
602,5910,Lautaro Flores,Sucursal Rosario,Santa Fe,2025-07-20 17:33:49,Rodillo de pintura,Accesorios pintura,3.0,49524.17,148572.51,mercadopago,,,
603,7622,Valentina Mia Valentina Martinez,Sucursal Córdoba,Córdoba,2025-05-07 21:54:43,Caja de tornillos,Fijaciones,1.0,19091.92,19091.92,efectivo,,,"Destornillador, Caja de tornillos"
604,4854,Dr(a). Fausto Ledesma,Sucursal Mendoza,Mendoza,2025-08-11 19:07:18,Guantes de trabajo,Protección personal,4.0,31635.5,126542.0,transferencia,,,
605,9931,Sofia Sofía Lopez Ruiz,Sucursal Córdoba,Córdoba,2025-05-25 10:56:00,Martillo,Herramientas manuales,4.0,7814.37,31257.48,tarjeta_débito,,,
606,7835,Martín Arias Martinez,Sucursal Córdoba,Córdoba,2025-02-13 08:54:32,Caja de tornillos,Fijaciones,2.0,7579.59,15159.18,efectivo,2x1,,"Rodillo de pintura, Martillo"
607,3248,Emma Godoy Rodriguez,Sucursal Mendoza,Mendoza,2025-08-27 15:42:27,Sierra circular,Herramientas eléctricas,5.0,46585.24,232926.2,transferencia,,5% off efectivo,
608,8373,Charo Maidana Fernandez,Sucursal Mendoza,Mendoza,2025-08-16 19:33:45,Pintura látex 4L,Pinturas,2.0,10103.76,20207.52,tarjeta_crédito,,,
609,9220,Dr(a). Guadalupe Castillo,Sucursal Rosario,Santa Fe,2025-07-09 17:18:56,Rodillo de pintura,Accesorios pintura,5.0,29241.27,146206.35,tarjeta_débito,2x1,,
610,2854,Ivan Vazquez,Sucursal Mendoza,Mendoza,2024-09-22 23:45:04,Destornillador,Herramientas manuales,2.0,36779.09,73558.18,efectivo,,3 cuotas sin interés,
611,9574,Sr(a). Benjamin Diaz,Sucursal Palermo,Buenos Aires,2025-09-09 19:15:25,Llave inglesa,Herramientas manuales,4.0,31902.48,127609.92,mercadopago,,,
612,6119,Santino Agustin Ruiz Garcia,Sucursal Palermo,Buenos Aires,2025-06-20 06:22:44,Pintura látex 4L,Pinturas,5.0,39147.83,195739.15,transferencia,,,
613,6431,Dr(a). Pedro Ruiz,Sucursal Mendoza,Mendoza,2025-05-23 06:26:05,Pintura látex 4L,Pinturas,3.0,15171.21,45513.63,mercadopago,2x1,3 cuotas sin interés,
614,5267,Sr(a). Victoria Sanchez,Sucursal Palermo,Buenos Aires,2025-04-03 01:53:59,Sierra circular,Herramientas eléctricas,5.0,9284.88,46424.4,mercadopago,2x1,3 cuotas sin interés,
615,1447,Martin Felipe Romero,Sucursal Rosario,Santa Fe,2025-05-02 06:11:06,Sierra circular,Herramientas eléctricas,1.0,7214.25,7214.25,efectivo,2x1,3 cuotas sin interés,"Caja de tornillos, Guantes de trabajo"
616,2827,Josefina Benitez Moyano,Sucursal Córdoba,Córdoba,2024-12-18 04:27:23,Guantes de trabajo,Protección personal,2.0,33298.63,66597.26,tarjeta_crédito,sin interés,5% off efectivo,Sierra circular
617,9640,Emma Blanco Gomez,Sucursal Palermo,Buenos Aires,2025-05-12 07:12:52,Pintura látex 4L,Pinturas,1.0,48399.94,48399.94,,,5% off efectivo,
618,7277,Sr(a). Josefina Villalba,Sucursal Córdoba,Córdoba,2025-07-01 03:37:45,Sierra circular,Herramientas eléctricas,2.0,11331.98,22663.96,tarjeta_crédito,,3 cuotas sin interés,"Destornillador, Taladro eléctrico"
619,8602,Juan Ignacio Lucia Quiroga,Sucursal Mendoza,Mendoza,2024-11-19 03:13:31,Sierra circular,Herramientas eléctricas,3.0,24337.05,73011.15,transferencia,,5% off efectivo,
620,8775,Benjamin Alejandro Pereyra,Sucursal Rosario,Santa Fe,2025-07-17 14:09:48,Martillo,Herramientas manuales,5.0,43643.61,218218.05,transferencia,2x1,3 cuotas sin interés,
621,7258,Mateo Juan Ignacio Vargas Perez,Sucursal Rosario,Santa Fe,2025-08-26 18:10:44,Cinta métrica,Medición,1.0,5770.85,5770.85,transferencia,,3 cuotas sin interés,
622,5466,Thiago Nahuel Gonzalez Cordoba,Sucursal Rosario,Santa Fe,2024-12-31 03:14:15,Caja de tornillos,Fijaciones,3.0,40313.5,120940.5,tarjeta_crédito,sin interés,,
623,4193,Sr(a). Thiago Benjamin Bravo,Sucursal Rosario,Santa Fe,2025-05-18 05:13:28,Martillo,Herramientas manuales,3.0,27833.02,83499.06,efectivo,,,
624,7737,Guillermina Gutierrez Rodriguez,Sucursal Palermo,Buenos Aires,2025-08-16 06:00:30,Cinta métrica,Medición,1.0,34589.48,34589.48,tarjeta_débito,sin interés,5% off efectivo,
625,4163,Sr(a). Guadalupe Perez,Sucursal Palermo,Buenos Aires,2024-10-26 11:20:16,Taladro eléctrico,Herramientas eléctricas,5.0,5505.12,27525.6,efectivo,,5% off efectivo,
626,2965,Sr(a). Francisco Gimenez,Sucursal Palermo,Buenos Aires,2024-10-03 14:39:27,Guantes de trabajo,Protección personal,2.0,19421.96,38843.92,tarjeta_crédito,,5% off efectivo,
627,5150,Emma Herrera Alvarez,Sucursal Rosario,Santa Fe,2024-11-13 19:05:06,Sierra circular,Herramientas eléctricas,1.0,32300.24,32300.24,tarjeta_débito,sin interés,,
628,5216,Isabel Jazmín Castro,Sucursal Córdoba,Córdoba,2025-09-06 10:48:15,Destornillador,Herramientas manuales,3.0,39078.19,117234.57,efectivo,,,
629,5230,Francisco Martinez,Sucursal Rosario,Santa Fe,2025-09-07 04:34:47,Martillo,Herramientas manuales,4.0,4400.53,17602.12,mercadopago,10% off,,"Destornillador, Martillo"
630,8065,Victoria Bautista Torres Gimenez,Sucursal Córdoba,Córdoba,2025-09-01 18:53:39,Guantes de trabajo,Protección personal,1.0,45717.85,45717.85,mercadopago,,3 cuotas sin interés,Destornillador
631,5105,Joaquin Cordoba Chavez,Sucursal Mendoza,Mendoza,2025-02-19 05:05:06,Taladro eléctrico,Herramientas eléctricas,4.0,8293.86,33175.44,transferencia,,,
632,5365,Enzo Aguero Ramos,Sucursal Córdoba,Córdoba,2025-01-15 04:06:28,Pintura látex 4L,Pinturas,4.0,29157.37,116629.48,transferencia,,,
633,2148,Catalina Facundo Torres Garcia,Sucursal Córdoba,Córdoba,2025-07-18 04:19:55,Taladro eléctrico,Herramientas eléctricas,4.0,47753.61,191014.44,tarjeta_débito,,,
634,6463,Thiago Nicolas Emma Torres Valdez,Sucursal Rosario,Santa Fe,2025-07-13 13:28:20,Rodillo de pintura,Accesorios pintura,1.0,31981.35,31981.35,tarjeta_débito,,,
635,2318,Maria Paz Manuel Arias,Sucursal Mendoza,Mendoza,2024-11-13 23:34:30,Caja de tornillos,Fijaciones,2.0,9654.3,19308.6,tarjeta_débito,2x1,,
636,7391,Paula Gonzalez Rojas,Sucursal Palermo,Buenos Aires,2025-05-21 11:36:08,Pintura látex 4L,Pinturas,4.0,5158.26,20633.04,tarjeta_crédito,,,
637,1584,Maria Guadalupe Gonzalez Dominguez,Sucursal Córdoba,Córdoba,2025-08-12 05:30:14,Taladro eléctrico,Herramientas eléctricas,5.0,12685.77,63428.85,tarjeta_débito,,,
638,9186,Santino Julia Martinez Aguirre,Sucursal Mendoza,Mendoza,2024-10-09 18:27:26,Taladro eléctrico,Herramientas eléctricas,1.0,17624.97,17624.97,tarjeta_crédito,sin interés,,
639,9570,Luz Milagros Catalina Ayala,Sucursal Mendoza,Mendoza,2025-08-30 23:31:12,Cinta métrica,Medición,2.0,37311.52,74623.04,efectivo,10% off,,Sierra circular
640,8720,Dr(a). Constanza Torres,Sucursal Palermo,Buenos Aires,2025-07-03 23:07:20,Llave inglesa,Herramientas manuales,2.0,1703.9,3407.8,efectivo,,,
641,8474,Clara Gimenez Godoy,Sucursal Córdoba,Córdoba,2025-02-16 15:48:54,Guantes de trabajo,Protección personal,1.0,41072.21,41072.21,mercadopago,2x1,,
642,4613,Mia Rodriguez Dominguez,Sucursal Palermo,Buenos Aires,2024-11-06 06:29:03,Llave inglesa,Herramientas manuales,4.0,17529.81,70119.24,mercadopago,,,
